Chapter,Article Number,Paragraph Num,Title,Content,Links,Source
3,17,6,Right to erasure (‘right to be forgotten’),the personal data have to be erased for compliance with a legal obligation in Union or Member State law to which the controller is subject;,https://gdpr-info.eu/art-17-gdpr/,
3,17,7,Right to erasure (‘right to be forgotten’),the personal data have been collected in relation to the offer of information society services referred to inArticle 8(1).,https://gdpr-info.eu/art-17-gdpr/,https://gdpr-info.eu/art-8-gdpr/
3,17,8,Right to erasure (‘right to be forgotten’),"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.",https://gdpr-info.eu/art-17-gdpr/,
3,17,9,Right to erasure (‘right to be forgotten’),"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary:for exercising the right of freedom of expression and information;for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject or for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller;for reasons of public interest in the area of public health in accordance with points (h) and (i) ofArticle 9(2) as well asArticle 9(3);for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance withArticle 89(1) in so far as the right referred to in paragraph 1 is likely to render impossible or seriously impair the achievement of the objectives of that processing; orfor the establishment, exercise or defence of legal claims.",https://gdpr-info.eu/art-17-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-89-gdpr/"
3,17,9.1,Right to erasure (‘right to be forgotten’),for exercising the right of freedom of expression and information;,https://gdpr-info.eu/art-17-gdpr/,
3,17,9.2,Right to erasure (‘right to be forgotten’),for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject or for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller;,https://gdpr-info.eu/art-17-gdpr/,
3,17,9.3,Right to erasure (‘right to be forgotten’),for reasons of public interest in the area of public health in accordance with points (h) and (i) ofArticle 9(2) as well asArticle 9(3);,https://gdpr-info.eu/art-17-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-9-gdpr/"
3,17,9.4,Right to erasure (‘right to be forgotten’),"for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance withArticle 89(1) in so far as the right referred to in paragraph 1 is likely to render impossible or seriously impair the achievement of the objectives of that processing; or",https://gdpr-info.eu/art-17-gdpr/,https://gdpr-info.eu/art-89-gdpr/
3,17,9.5,Right to erasure (‘right to be forgotten’),"for the establishment, exercise or defence of legal claims.",https://gdpr-info.eu/art-17-gdpr/,
3,17,10,Right to erasure (‘right to be forgotten’),for exercising the right of freedom of expression and information;,https://gdpr-info.eu/art-17-gdpr/,
3,17,11,Right to erasure (‘right to be forgotten’),for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject or for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller;,https://gdpr-info.eu/art-17-gdpr/,
3,17,12,Right to erasure (‘right to be forgotten’),for reasons of public interest in the area of public health in accordance with points (h) and (i) ofArticle 9(2) as well asArticle 9(3);,https://gdpr-info.eu/art-17-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-9-gdpr/"
3,17,13,Right to erasure (‘right to be forgotten’),"for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance withArticle 89(1) in so far as the right referred to in paragraph 1 is likely to render impossible or seriously impair the achievement of the objectives of that processing; or",https://gdpr-info.eu/art-17-gdpr/,https://gdpr-info.eu/art-89-gdpr/
3,17,14,Right to erasure (‘right to be forgotten’),"for the establishment, exercise or defence of legal claims.",https://gdpr-info.eu/art-17-gdpr/,
3,18,1,Right to restriction of processing,"The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies:the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data;the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead;the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims;the data subject has objected to processing pursuant toArticle 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject.",https://gdpr-info.eu/art-18-gdpr/,https://gdpr-info.eu/art-21-gdpr/
3,18,1.1,Right to restriction of processing,"the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data;",https://gdpr-info.eu/art-18-gdpr/,
3,18,1.2,Right to restriction of processing,the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead;,https://gdpr-info.eu/art-18-gdpr/,
3,18,1.3,Right to restriction of processing,"the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims;",https://gdpr-info.eu/art-18-gdpr/,
3,18,1.4,Right to restriction of processing,the data subject has objected to processing pursuant toArticle 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject.,https://gdpr-info.eu/art-18-gdpr/,https://gdpr-info.eu/art-21-gdpr/
3,18,2,Right to restriction of processing,"the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data;",https://gdpr-info.eu/art-18-gdpr/,
3,18,3,Right to restriction of processing,the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead;,https://gdpr-info.eu/art-18-gdpr/,
3,18,4,Right to restriction of processing,"the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims;",https://gdpr-info.eu/art-18-gdpr/,
3,18,5,Right to restriction of processing,the data subject has objected to processing pursuant toArticle 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject.,https://gdpr-info.eu/art-18-gdpr/,https://gdpr-info.eu/art-21-gdpr/
3,18,6,Right to restriction of processing,"Where processing has been restricted under paragraph 1, such personal data shall, with the exception of storage, only be processed with the data subject’s consent or for the establishment, exercise or defence of legal claims or for the protection of the rights of another natural or legal person or for reasons of important public interest of the Union or of a Member State.",https://gdpr-info.eu/art-18-gdpr/,
3,18,7,Right to restriction of processing,A data subject who has obtained restriction of processing pursuant to paragraph 1 shall be informed by the controller before the restriction of processing is lifted.,https://gdpr-info.eu/art-18-gdpr/,
3,19,0,Notification obligation regarding rectification or erasure of personal data or restriction of processing,"1The controller shall communicate any rectification or erasure of personal data or restriction of processing carried out in accordance withArticle 16,Article 17(1) andArticle 18to each recipient to whom the personal data have been disclosed, unless this proves impossible or involves disproportionate effort.2The controller shall inform the data subject about those recipients if the data subject requests it.",https://gdpr-info.eu/art-19-gdpr/,"https://gdpr-info.eu/art-16-gdpr/, https://gdpr-info.eu/art-17-gdpr/, https://gdpr-info.eu/art-18-gdpr/"
3,20,1,Right to data portability,"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where:the processing is based on consent pursuant to point (a) ofArticle 6(1) or point (a) ofArticle 9(2) or on a contract pursuant to point (b) ofArticle 6(1); andthe processing is carried out by automated means.",https://gdpr-info.eu/art-20-gdpr/,"https://gdpr-info.eu/art-6-gdpr/, https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-6-gdpr/"
3,20,1.1,Right to data portability,the processing is based on consent pursuant to point (a) ofArticle 6(1) or point (a) ofArticle 9(2) or on a contract pursuant to point (b) ofArticle 6(1); and,https://gdpr-info.eu/art-20-gdpr/,"https://gdpr-info.eu/art-6-gdpr/, https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-6-gdpr/"
3,20,1.2,Right to data portability,the processing is carried out by automated means.,https://gdpr-info.eu/art-20-gdpr/,
3,20,2,Right to data portability,the processing is based on consent pursuant to point (a) ofArticle 6(1) or point (a) ofArticle 9(2) or on a contract pursuant to point (b) ofArticle 6(1); and,https://gdpr-info.eu/art-20-gdpr/,"https://gdpr-info.eu/art-6-gdpr/, https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-6-gdpr/"
3,20,3,Right to data portability,the processing is carried out by automated means.,https://gdpr-info.eu/art-20-gdpr/,
3,20,4,Right to data portability,"In exercising his or her right to data portability pursuant to paragraph 1, the data subject shall have the right to have the personal data transmitted directly from one controller to another, where technically feasible.",https://gdpr-info.eu/art-20-gdpr/,
3,20,5,Right to data portability,1The exercise of the right referred to in paragraph 1 of this Article shall be without prejudice toArticle 17.2That right shall not apply to processing necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.,https://gdpr-info.eu/art-20-gdpr/,https://gdpr-info.eu/art-17-gdpr/
3,20,6,Right to data portability,The right referred to in paragraph 1 shall not adversely affect the rights and freedoms of others.,https://gdpr-info.eu/art-20-gdpr/,
3,21,1,Right to object,"1The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) ofArticle 6(1), including profiling based on those provisions.2The controller shall no longer process the personal data unless the controller demonstrates compelling legitimate grounds for the processing which override the interests, rights and freedoms of the data subject or for the establishment, exercise or defence of legal claims.",https://gdpr-info.eu/art-21-gdpr/,https://gdpr-info.eu/art-6-gdpr/
3,21,2,Right to object,"Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.",https://gdpr-info.eu/art-21-gdpr/,
3,21,3,Right to object,"Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.",https://gdpr-info.eu/art-21-gdpr/,
3,21,4,Right to object,"At the latest at the time of the first communication with the data subject, the right referred to in paragraphs 1 and 2 shall be explicitly brought to the attention of the data subject and shall be presented clearly and separately from any other information.",https://gdpr-info.eu/art-21-gdpr/,
3,21,5,Right to object,"In the context of the use of information society services, and notwithstandingDirective 2002/58/EC, the data subject may exercise his or her right to object by automated means using technical specifications.",https://gdpr-info.eu/art-21-gdpr/,http://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32002L0058
3,21,6,Right to object,"Where personal data are processed for scientific or historical research purposes or statistical purposes pursuant toArticle 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.",https://gdpr-info.eu/art-21-gdpr/,https://gdpr-info.eu/art-89-gdpr/
3,22,1,"Automated individual decision-making, including profiling","The data subject shall have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal effects concerning him or her or similarly significantly affects him or her.",https://gdpr-info.eu/art-22-gdpr/,
3,22,2,"Automated individual decision-making, including profiling","Paragraph 1 shall not apply if the decision:is necessary for entering into, or performance of, a contract between the data subject and a data controller;is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests; oris based on the data subject’s explicit consent.",https://gdpr-info.eu/art-22-gdpr/,
3,22,2.1,"Automated individual decision-making, including profiling","is necessary for entering into, or performance of, a contract between the data subject and a data controller;",https://gdpr-info.eu/art-22-gdpr/,
3,22,2.2,"Automated individual decision-making, including profiling",is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests; or,https://gdpr-info.eu/art-22-gdpr/,
3,22,2.3,"Automated individual decision-making, including profiling",is based on the data subject’s explicit consent.,https://gdpr-info.eu/art-22-gdpr/,
3,22,3,"Automated individual decision-making, including profiling","is necessary for entering into, or performance of, a contract between the data subject and a data controller;",https://gdpr-info.eu/art-22-gdpr/,
3,22,4,"Automated individual decision-making, including profiling",is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests; or,https://gdpr-info.eu/art-22-gdpr/,
3,22,5,"Automated individual decision-making, including profiling",is based on the data subject’s explicit consent.,https://gdpr-info.eu/art-22-gdpr/,
3,22,6,"Automated individual decision-making, including profiling","In the cases referred to in points (a) and (c) of paragraph 2, the data controller shall implement suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests, at least the right to obtain human intervention on the part of the controller, to express his or her point of view and to contest the decision.",https://gdpr-info.eu/art-22-gdpr/,
3,22,7,"Automated individual decision-making, including profiling","Decisions referred to in paragraph 2 shall not be based on special categories of personal data referred to inArticle 9(1), unless point (a) or (g) ofArticle 9(2) applies and suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests are in place.",https://gdpr-info.eu/art-22-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-9-gdpr/"
3,23,1,Restrictions,"Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for inArticles 12to22andArticle 34, as well asArticle 5in so far as its provisions correspond to the rights and obligations provided for inArticles 12to22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard:national security;defence;public security;the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security;other important objectives of general public interest of the Union or of a Member State, in particular an important economic or financial interest of the Union or of a Member State, including monetary, budgetary and taxation matters, public health and social security;the protection of judicial independence and judicial proceedings;the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions;a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g);the protection of the data subject or the rights and freedoms of others;the enforcement of civil law claims.",https://gdpr-info.eu/art-23-gdpr/,"https://gdpr-info.eu/art-12-gdpr/, https://gdpr-info.eu/art-22-gdpr/, https://gdpr-info.eu/art-34-gdpr/, https://gdpr-info.eu/art-5-gdpr/, https://gdpr-info.eu/art-12-gdpr/, https://gdpr-info.eu/art-22-gdpr/"
3,23,1.1,Restrictions,national security;,https://gdpr-info.eu/art-23-gdpr/,
3,23,1.2,Restrictions,defence;,https://gdpr-info.eu/art-23-gdpr/,
3,23,1.3,Restrictions,public security;,https://gdpr-info.eu/art-23-gdpr/,
3,23,1.4,Restrictions,"the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security;",https://gdpr-info.eu/art-23-gdpr/,
3,23,1.5,Restrictions,"other important objectives of general public interest of the Union or of a Member State, in particular an important economic or financial interest of the Union or of a Member State, including monetary, budgetary and taxation matters, public health and social security;",https://gdpr-info.eu/art-23-gdpr/,
3,23,1.6,Restrictions,the protection of judicial independence and judicial proceedings;,https://gdpr-info.eu/art-23-gdpr/,
3,23,1.7,Restrictions,"the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions;",https://gdpr-info.eu/art-23-gdpr/,
3,23,1.8,Restrictions,"a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g);",https://gdpr-info.eu/art-23-gdpr/,
3,23,1.9,Restrictions,the protection of the data subject or the rights and freedoms of others;,https://gdpr-info.eu/art-23-gdpr/,
3,23,1.10,Restrictions,the enforcement of civil law claims.,https://gdpr-info.eu/art-23-gdpr/,
3,23,2,Restrictions,national security;,https://gdpr-info.eu/art-23-gdpr/,
3,23,3,Restrictions,defence;,https://gdpr-info.eu/art-23-gdpr/,
3,23,4,Restrictions,public security;,https://gdpr-info.eu/art-23-gdpr/,
3,23,5,Restrictions,"the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security;",https://gdpr-info.eu/art-23-gdpr/,
3,23,6,Restrictions,"other important objectives of general public interest of the Union or of a Member State, in particular an important economic or financial interest of the Union or of a Member State, including monetary, budgetary and taxation matters, public health and social security;",https://gdpr-info.eu/art-23-gdpr/,
3,23,7,Restrictions,the protection of judicial independence and judicial proceedings;,https://gdpr-info.eu/art-23-gdpr/,
3,23,8,Restrictions,"the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions;",https://gdpr-info.eu/art-23-gdpr/,
3,23,9,Restrictions,"a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g);",https://gdpr-info.eu/art-23-gdpr/,
3,23,10,Restrictions,the protection of the data subject or the rights and freedoms of others;,https://gdpr-info.eu/art-23-gdpr/,
3,23,11,Restrictions,the enforcement of civil law claims.,https://gdpr-info.eu/art-23-gdpr/,
3,23,12,Restrictions,"In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to:the purposes of the processing or categories of processing;the categories of personal data;the scope of the restrictions introduced;the safeguards to prevent abuse or unlawful access or transfer;the specification of the controller or categories of controllers;the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing;the risks to the rights and freedoms of data subjects; andthe right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.",https://gdpr-info.eu/art-23-gdpr/,
3,23,12.1,Restrictions,the purposes of the processing or categories of processing;,https://gdpr-info.eu/art-23-gdpr/,
3,23,12.2,Restrictions,the categories of personal data;,https://gdpr-info.eu/art-23-gdpr/,
3,23,12.3,Restrictions,the scope of the restrictions introduced;,https://gdpr-info.eu/art-23-gdpr/,
3,23,12.4,Restrictions,the safeguards to prevent abuse or unlawful access or transfer;,https://gdpr-info.eu/art-23-gdpr/,
3,23,12.5,Restrictions,the specification of the controller or categories of controllers;,https://gdpr-info.eu/art-23-gdpr/,
3,23,12.6,Restrictions,"the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing;",https://gdpr-info.eu/art-23-gdpr/,
3,23,12.7,Restrictions,the risks to the rights and freedoms of data subjects; and,https://gdpr-info.eu/art-23-gdpr/,
3,23,12.8,Restrictions,"the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.",https://gdpr-info.eu/art-23-gdpr/,
3,23,13,Restrictions,the purposes of the processing or categories of processing;,https://gdpr-info.eu/art-23-gdpr/,
3,23,14,Restrictions,the categories of personal data;,https://gdpr-info.eu/art-23-gdpr/,
3,23,15,Restrictions,the scope of the restrictions introduced;,https://gdpr-info.eu/art-23-gdpr/,
3,23,16,Restrictions,the safeguards to prevent abuse or unlawful access or transfer;,https://gdpr-info.eu/art-23-gdpr/,
3,23,17,Restrictions,the specification of the controller or categories of controllers;,https://gdpr-info.eu/art-23-gdpr/,
3,23,18,Restrictions,"the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing;",https://gdpr-info.eu/art-23-gdpr/,
3,23,19,Restrictions,the risks to the rights and freedoms of data subjects; and,https://gdpr-info.eu/art-23-gdpr/,
3,23,20,Restrictions,"the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.",https://gdpr-info.eu/art-23-gdpr/,
4,24,1,Responsibility of the controller,"1Taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation.2Those measures shall be reviewed and updated where necessary.",https://gdpr-info.eu/art-24-gdpr/,
4,24,2,Responsibility of the controller,"Where proportionate in relation to processing activities, the measures referred to in paragraph 1 shall include the implementation of appropriate data protection policies by the controller.",https://gdpr-info.eu/art-24-gdpr/,
4,24,3,Responsibility of the controller,Adherence to approved codes of conduct as referred to inArticle 40or approved certification mechanisms as referred to inArticle 42may be used as an element by which to demonstrate compliance with the obligations of the controller.,https://gdpr-info.eu/art-24-gdpr/,"https://gdpr-info.eu/art-40-gdpr/, https://gdpr-info.eu/art-42-gdpr/"
4,25,1,Data protection by design and by default,"Taking into account the state of the art, the cost of implementation and the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for rights and freedoms of natural persons posed by the processing, the controller shall, both at the time of the determination of the means for processing and at the time of the processing itself, implement appropriate technical and organisational measures, such as pseudonymisation, which are designed to implement data-protection principles, such as data minimisation, in an effective manner and to integrate the necessary safeguards into the processing in order to meet the requirements of this Regulation and protect the rights of data subjects.",https://gdpr-info.eu/art-25-gdpr/,
4,25,2,Data protection by design and by default,"1The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed.2That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility.3In particular, such measures shall ensure that by default personal data are not made accessible without the individual’s intervention to an indefinite number of natural persons.",https://gdpr-info.eu/art-25-gdpr/,
4,25,3,Data protection by design and by default,An approved certification mechanism pursuant toArticle 42may be used as an element to demonstrate compliance with the requirements set out in paragraphs 1 and 2 of this Article.,https://gdpr-info.eu/art-25-gdpr/,https://gdpr-info.eu/art-42-gdpr/
4,26,1,Joint controllers,"1Where two or more controllers jointly determine the purposes and means of processing, they shall be joint controllers.2They shall in a transparent manner determine their respective responsibilities for compliance with the obligations under this Regulation, in particular as regards the exercising of the rights of the data subject and their respective duties to provide the information referred to inArticles 13and14, by means of an arrangement between them unless, and in so far as, the respective responsibilities of the controllers are determined by Union or Member State law to which the controllers are subject.3The arrangement may designate a contact point for data subjects.",https://gdpr-info.eu/art-26-gdpr/,"https://gdpr-info.eu/art-13-gdpr/, https://gdpr-info.eu/art-14-gdpr/"
4,26,2,Joint controllers,1The arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects.2The essence of the arrangement shall be made available to the data subject.,https://gdpr-info.eu/art-26-gdpr/,
4,26,3,Joint controllers,"Irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this Regulation in respect of and against each of the controllers.",https://gdpr-info.eu/art-26-gdpr/,
4,27,1,Representatives of controllers or processors not established in the Union,"WhereArticle 3(2) applies, the controller or the processor shall designate in writing a representative in the Union.",https://gdpr-info.eu/art-27-gdpr/,https://gdpr-info.eu/art-3-gdpr/
4,27,2,Representatives of controllers or processors not established in the Union,"The obligation laid down in paragraph 1 of this Article shall not apply to:processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to inArticle 9(1) or processing of personal data relating to criminal convictions and offences referred to inArticle 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; ora public authority or body.",https://gdpr-info.eu/art-27-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-10-gdpr/"
4,27,2.1,Representatives of controllers or processors not established in the Union,"processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to inArticle 9(1) or processing of personal data relating to criminal convictions and offences referred to inArticle 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or",https://gdpr-info.eu/art-27-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-10-gdpr/"
4,27,2.2,Representatives of controllers or processors not established in the Union,a public authority or body.,https://gdpr-info.eu/art-27-gdpr/,
4,27,3,Representatives of controllers or processors not established in the Union,"processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to inArticle 9(1) or processing of personal data relating to criminal convictions and offences referred to inArticle 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or",https://gdpr-info.eu/art-27-gdpr/,"https://gdpr-info.eu/art-9-gdpr/, https://gdpr-info.eu/art-10-gdpr/"
4,27,4,Representatives of controllers or processors not established in the Union,a public authority or body.,https://gdpr-info.eu/art-27-gdpr/,
4,27,5,Representatives of controllers or processors not established in the Union,"The representative shall be established in one of the Member States where the data subjects, whose personal data are processed in relation to the offering of goods or services to them, or whose behaviour is monitored, are.",https://gdpr-info.eu/art-27-gdpr/,
4,27,6,Representatives of controllers or processors not established in the Union,"The representative shall be mandated by the controller or processor to be addressed in addition to or instead of the controller or the processor by, in particular, supervisory authorities and data subjects, on all issues related to processing, for the purposes of ensuring compliance with this Regulation.",https://gdpr-info.eu/art-27-gdpr/,
4,27,7,Representatives of controllers or processors not established in the Union,The designation of a representative by the controller or processor shall be without prejudice to legal actions which could be initiated against the controller or the processor themselves.,https://gdpr-info.eu/art-27-gdpr/,
4,28,0,Processor,"With regard to point (h) of the first subparagraph, the processor shall immediately inform the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.",https://gdpr-info.eu/art-28-gdpr/,
4,28,1,Processor,"Where processing is to be carried out on behalf of a controller, the controller shall use only processors providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that processing will meet the requirements of this Regulation and ensure the protection of the rights of the data subject.",https://gdpr-info.eu/art-28-gdpr/,
4,28,2,Processor,"1The processor shall not engage another processor without prior specific or general written authorisation of the controller.2In the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.",https://gdpr-info.eu/art-28-gdpr/,
4,28,3,Processor,"1Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller.2That contract or other legal act shall stipulate, in particular, that the processor:processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest;ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality;takes all measures required pursuant toArticle 32;respects the conditions referred to in paragraphs 2 and 4 for engaging another processor;taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller’s obligation to respond to requests for exercising the data subject’s rights laid down inChapter III;assists the controller in ensuring compliance with the obligations pursuant toArticles 32to36taking into account the nature of processing and the information available to the processor;at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes existing copies unless Union or Member State law requires storage of the personal data;makes available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller.With regard to point (h) of the first subparagraph, the processor shall immediately inform the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.",https://gdpr-info.eu/art-28-gdpr/,"https://gdpr-info.eu/art-32-gdpr/, https://gdpr-info.eu/chapter-3/, https://gdpr-info.eu/art-32-gdpr/, https://gdpr-info.eu/art-36-gdpr/"
4,28,3.1,Processor,"processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest;",https://gdpr-info.eu/art-28-gdpr/,
4,28,3.2,Processor,"ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality;takes all measures required pursuant toArticle 32;respects the conditions referred to in paragraphs 2 and 4 for engaging another processor;taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller’s obligation to respond to requests for exercising the data subject’s rights laid down inChapter III;assists the controller in ensuring compliance with the obligations pursuant toArticles 32to36taking into account the nature of processing and the information available to the processor;at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes existing copies unless Union or Member State law requires storage of the personal data;makes available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller.",https://gdpr-info.eu/art-28-gdpr/,"https://gdpr-info.eu/art-32-gdpr/, https://gdpr-info.eu/chapter-3/, https://gdpr-info.eu/art-32-gdpr/, https://gdpr-info.eu/art-36-gdpr/"
4,28,3.3,Processor,takes all measures required pursuant toArticle 32;,https://gdpr-info.eu/art-28-gdpr/,https://gdpr-info.eu/art-32-gdpr/
4,28,3.4,Processor,respects the conditions referred to in paragraphs 2 and 4 for engaging another processor;,https://gdpr-info.eu/art-28-gdpr/,
4,28,3.5,Processor,"taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller’s obligation to respond to requests for exercising the data subject’s rights laid down inChapter III;",https://gdpr-info.eu/art-28-gdpr/,https://gdpr-info.eu/chapter-3/
